question,answer,prediction,precision,recall,f1,hash
"凯亚先生,来自何方?",凯亚来自蒙德,蒙德,0.8638620376586914,0.6137548089027405,0.7176413536071777,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
八重神子女士来自哪个国家?,八重神子来自稻妻,八重神子来自稻妻,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
雷泽是什么性格?,"雷泽,与狼为伴，神秘的存在","雷泽,与狼为伴，神秘的存在",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,魈先生使用哪种元素?",风元素,"魈使用风元素
魈,风元素",0.7032630443572998,0.8141895532608032,0.7546718716621399,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
赛诺是男人还是女人？,赛诺是男性,赛诺是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
香菱女士是做什么工作的?,香菱是万民堂的跑堂兼大厨,香菱是万民堂的跑堂兼大厨,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
宵宫女士是属于哪个国家的?,宵宫来自稻妻,宵宫来自稻妻,0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
芭芭拉什么性别,芭芭拉是女性,芭芭拉是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
托马是男人还是女人？,托马是男性,托马是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
卡维什么元素?,草元素,"卡维,岩元素",0.6666862964630127,0.7965614795684814,0.7258601784706116,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
艾尔海森什么性别,艾尔海森是男性,艾尔海森是军方官员，负责军队的管理和将领培养,0.5916475057601929,0.8139908313751221,0.6852340698242188,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
艾尔海森先生是男孩还是女孩？,艾尔海森是男性,艾尔海森是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
那维莱特什么性别,那维莱特是男性,那维莱特是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
早柚是什么性格的人?,"早柚,偷懒，懒得做工作","早柚,偷懒，懒得做工作",1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问温迪的元素力是什么？,风元素,温迪是风元素,0.7309473752975464,0.9172989726066589,0.8135887384414673,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问赛诺先生的性格特点是什么?","赛诺,严格执法，保护教令院的规矩","赛诺,严格执法，保护教令院的规矩",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
罗莎莉亚是什么身份?,罗莎莉亚是西风教会修女,罗莎莉亚，冰玫玉仙人，铳枪骑兵队长，秘密教会教主,0.6943995356559753,0.8029816150665283,0.7447536587715149,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
五郎是什么性格?,士兵们的好大哥,"五郎,士兵们的好大哥",0.8323277235031128,0.9408975839614868,0.8832889199256897,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问坎蒂丝的性格特点是什么?","坎蒂丝,热爱沙漠，尽到守护职责","坎蒂丝,热爱沙漠，尽到守护职责",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问砂糖女士是做什么工作的?",砂糖是研究者,砂糖是须弥最强大的魔术师，手把手教徒子徒孙魔术,0.5402321815490723,0.7159883379936218,0.615815281867981,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问雷泽的身份是什么？,雷泽是狼少年,雷泽是狼少年,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问阿贝多有什么性格特点呢?","阿贝多,痴迷实验与炼金术",阿贝多，炼金术士，拥有「记忆力」铳枪侠客,0.6851956844329834,0.761426568031311,0.7213025689125061,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
阿贝多先生是什么性格?,"阿贝多,痴迷实验与炼金术","阿贝多,实验派",0.8516315817832947,0.7162865400314331,0.7781174778938293,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问九条裟罗女士使用哪种元素?",雷元素,九条裟罗使用雷元素,0.6099753379821777,0.8452364206314087,0.7085887789726257,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"流浪者先生,他是男孩还是女孩？",流浪者是男性,流浪者是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问艾尔海森的元素力是什么？,草元素,草元素,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
阿贝多什么性别,阿贝多是男性,阿贝多是炼金术士,0.7164726853370667,0.8015003800392151,0.7566052079200745,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
菲米尼使用的元素是什么?,水元素,菲米尼使用水元素,0.6632378697395325,0.8807343244552612,0.756666898727417,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
菲谢尔女士的工作是什么?,菲谢尔是断罪之皇女，有伙伴奥兹,菲谢尔是断罪之皇女，需要证明自己的实力,0.7779440879821777,0.850477933883667,0.812595546245575,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
诺艾尔女士从哪里来的?,诺艾尔来自蒙德,诺艾尔来自蒙德,0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
雷泽的元素属性是什么?,雷元素,雷泽是岩元素,0.7440712451934814,0.8746418952941895,0.8040904402732849,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问莱欧斯利先生来自哪里?",莱欧斯利来自枫丹,莱欧斯利来自枫丹,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莱欧斯利先生是什么性格?,"莱欧斯利,一本正经","莱欧斯利,一本正经",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
香菱女士是什么身份?,香菱是万民堂的跑堂兼大厨,香菱是万民堂的跑堂兼大厨,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问班尼特先生有什么性格特点呢?","班尼特,即使霉运缠身，已然乐观，向往冒险","班尼特,偷懒，懒惰",0.7639885544776917,0.6182557344436646,0.6834396719932556,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
辛焱女士是什么性格?,"辛焱,直爽豪迈，自信骄傲的少女","辛焱,直爽豪迈，自信骄傲的少女",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
珐露珊女士的职业是什么?,珐露珊是杰出学者，古典机关术学科奠基人之一,珐露珊是杰出学者，古典机关术学科奠基人之一,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问迪奥娜女士使用哪种元素?",冰元素,迪奥娜使用冰元素,0.693011999130249,0.876614511013031,0.7740750312805176,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莫娜是什么身份?,莫娜是清贫的占星术师,莫娜是朴素的学者,0.8271009922027588,0.7571336030960083,0.7905722260475159,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
珐露珊的职业是什么?,珐露珊是杰出学者，古典机关术学科奠基人之一,珐露珊是杰出学者，古典机关术学科奠基人之一,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
珊瑚宫心海女士的职业是什么?,珊瑚宫心海是海祇岛巫女兼军师,珊瑚宫心海是海祇岛巫女兼军师,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
艾尔海森是男还是女啊,艾尔海森是男性,艾尔海森是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问烟绯女士是什么职务?",烟绯是律法咨询师,烟绯是律法咨询专家,0.8962019681930542,0.9233424067497253,0.9095697999000549,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
珐露珊女士会用哪种元素?,风元素,"珐露珊,风元素",0.7066040635108948,0.9055999517440796,0.793820858001709,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"烟绯女士,她是男孩还是女孩？",烟绯是女性,烟绯是女性,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
琳妮特有什么性格特征?,低调，隐匿于影子中,"琳妮特,低调，隐匿于影子中",0.8508411049842834,0.9700330495834351,0.9065359234809875,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
达达利亚是男性还是女性？,达达利亚是男性,达达利亚是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"菲米尼先生,他是什么性别？",菲米尼是男性,菲米尼是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
九条裟罗的元素属性是什么?,雷元素,雷元素,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
卡维会用哪种元素?,草元素,"卡维,草元素",0.7428534626960754,0.9314465522766113,0.8265284299850464,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
达达利亚先生的工作是什么?,达达利亚是愚人众执行官,达达利亚是愚人众执行官,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
达达利亚会用哪种元素?,水元素,达达利亚用水元素,0.6217634677886963,0.8587379455566406,0.7212852239608765,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,枫原万叶先生使用哪种元素?",风元素,"枫原万叶使用风元素
枫原万叶,风元素",0.6404736638069153,0.8089237213134766,0.7149100303649902,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
优菈的性格特点是啥?,傲娇大姐姐性格,"优菈,傲娇大姐姐",0.7855894565582275,0.8135256767272949,0.7993135452270508,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
行秋是男性还是女性？,行秋是男性,"行秋是男性
行秋是男性",0.8192322850227356,0.8466295003890991,0.832705557346344,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问甘雨女士使用哪种元素?",冰元素,甘雨使用冰元素,0.7246224880218506,0.8804610967636108,0.7949765920639038,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"柯莱女士,她是什么性别？",柯莱是女性,柯莱是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
艾尔海森先生从哪里来的?,艾尔海森来自须弥,艾尔海森来自须弥,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
申鹤是什么性格?,淡漠疏远,"申鹤,淡漠疏远",0.765960693359375,0.928000271320343,0.8392304182052612,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
烟绯是什么职务?,烟绯是律法咨询师,烟绯是律法咨询师,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问诺艾尔的元素力是什么？,岩元素,诺艾尔拥有岩元素,0.6646504402160645,0.8902514576911926,0.7610847353935242,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
珐露珊能控制什么元素力?,珐露珊控制风元素,珐露珊控制风元素,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
班尼特的元素是什么?,火元素,"班尼特,草元素",0.636962891,0.7946760654449463,0.7071323990821838,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
林尼先生是什么性格的人?,"林尼,潇洒浪漫，才华横溢，追求新奇感","林尼,潇洒浪漫的艺术家",0.8225812315940857,0.7379716634750366,0.7779828310012817,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
芭芭拉的性格特点是啥?,用努力与美好心情治愈人们,"芭芭拉,婀娜、感性、美丽",0.5628999471664429,0.5815545320510864,0.5720752477645874,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
久岐忍女士的职责是什么?,久岐忍是帮派荒泷派的二把手,久岐忍是帮派荒泷派的二把手,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
提纳里先生的职责是什么?,提纳里是道成林的巡林官,提纳里是道成林的巡林官,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
鹿野院平藏先生是什么身份?,鹿野院平藏是天领奉行负责调查案件的工作人员,鹿野院平藏是天领奉行负责调查案件的工作人员,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
丽莎女士掌握哪种元素力?,雷元素,草元素,0.8179143071174622,0.8179143071174622,0.8179143071174622,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问北斗的性格特征是什么？,"北斗,有强大的领袖力，船队水手信任他","北斗,有强大的领袖力，船队水手信任他",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
流浪者先生来自什么国家?,流浪者来自须弥,流浪者来自须弥,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问优菈女士是做什么工作的?",优菈是旧蒙德贵族后裔，西风骑士团游击小队队长,优菈是旧蒙德贵族后裔，西风骑士团游击小队队长,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莱依拉女士的职业是什么?,莱依拉是须弥教令院明论派在读学生,莱依拉是须弥教令院明论派在读学生,0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
迪卢克的职业是什么?,迪卢克是晨曦酒庄庄主,迪卢克是晨曦酒庄庄主,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
瑶瑶女士的职责是什么?,瑶瑶是仙人中的歌尘浪市真君的弟子,瑶瑶是仙人中的歌尘浪市真君的弟子,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
荒泷一斗使用什么元素力?,荒泷一斗使用岩元素,荒泷一斗使用岩元素,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
迪希雅是什么性格?,勇武凶悍，有价值的保镖选择。,"迪希雅,勇武凶悍，有价值的保镖选择",0.8688367605209351,0.9360750913619995,0.9012035131454468,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
烟绯女士来自哪个国家?,烟绯来自璃月,烟绯来自璃月,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
那维莱特用的是什么元素?,水元素,那维莱特使用雷元素,0.5981743931770325,0.7606509327888489,0.6696988940238953,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问行秋的元素力是什么？,水元素,行秋，元素风元素,0.614563524723053,0.6799390316009521,0.6456004977226257,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问八重神子女士有什么性格特点呢?","八重神子,兼具智慧与美貌的大姐姐","八重神子,兼具智慧与美貌的大姐姐",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
雷电将军从哪里来的?,雷电将军来自稻妻,雷电将军来自稻妻,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
烟绯是男还是女啊,烟绯是女性,烟绯是女性,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
九条裟罗从哪里来的?,九条裟罗来自稻妻,九条裟罗来自稻妻,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
米卡的性格是什么?,"米卡,害怕引人注目","米卡,害怕引人注目",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问鹿野院平藏的元素力是什么？,风元素,鹿野院平藏，风元素,0.6656675338745117,0.9033925533294678,0.7665213942527771,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莫娜会用哪种元素?,水元素,"莫娜,水元素",0.7164513468742371,0.911499559879303,0.8022908568382263,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
枫原万叶什么性别,枫原万叶是男性,"枫原万叶是男性
枫原万叶是须弥教令院年轻教官，熟悉各种忍者情况
枫原万叶负责处理各种紧急事件，处理得游刃有余",0.5695878863334656,0.8325234651565552,0.6764017343521118,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
米卡是什么性格?,害怕引人注目,"米卡,害怕引人注目",0.8217451572418213,0.9594528675079346,0.8852757811546326,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
纳西妲能控制什么元素力?,纳西妲控制草元素,纳西妲控制草元素,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问那维莱特先生使用哪种元素?",水元素,那维莱特使用岩元素,0.6050174236297607,0.7795928716659546,0.6812996864318848,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
妮露从哪里来的?,妮露来自须弥,妮露来自须弥,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
琳妮特女士是什么性别？,琳妮特是女性,琳妮特是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
白术使用什么元素力?,白术使用草元素,白术使用草元素,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问夜兰女士的性格特点是什么?","夜兰,神秘，变幻无常，喜欢搅动情况，无法被摸清意图","夜兰,神秘，变幻无常，喜欢搅动情况，无法被摸清意图",0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
